RA - Decimal,Dec - Decimal,Mag V ,Red,Green,Blue,identifier             
66.58655425,15.61827459,4.480,0.8668,0.8718,1.0000,* 71 Tau                           
92.98498721,14.20876543,4.480,0.5013,0.6047,1.0000,* ksi Ori                          
97.04253113,-32.58006819,4.480,0.5104,0.6122,1.0000,* lam CMa                          
78.3228004,2.861239812,4.480,0.8000,0.8000,0.8000,* rho Ori A                        
319.9666282,-53.44942351,4.483,0.7260,0.7762,1.0000,* tet Ind A                        
355.680603,-14.54490342,4.484,0.5750,0.6642,1.0000,* ome02 Aqr                        
7.88945,-62.96556389,4.488,0.8000,0.8000,0.8000,* bet02 Tuc A                      
100.997029,13.22800522,4.490,1.0000,0.8330,0.6787,* 30 Gem                           
117.021535,-25.93717008,4.490,0.4701,0.5784,1.0000,* omi Pup                          
337.2078601,0.020544972,4.490,0.8986,0.8925,1.0000,* zet01 Aqr                        
318.6200638,10.00697941,4.490,0.8000,0.8000,0.8000,* del Equ                          
333.4696971,39.71492893,4.490,1.0000,0.7992,0.6045,HD 211073                          
151.8573457,35.24469346,4.490,0.7652,0.8035,1.0000,* 21 LMi                           
151.9845089,0.371673199,4.490,0.6109,0.6919,1.0000,* alf Sex                          
206.8155975,17.45690422,4.490,0.8000,0.8000,0.8000,* tau Boo                          
224.2958266,-4.346459146,4.490,0.8986,0.8925,1.0000,* 16 Lib                           
108.1401041,-46.75930414,4.490,0.8000,0.8000,0.8000,* I Pup                            
131.6772887,-56.76977561,4.490,0.5013,0.6047,1.0000,* f Car                            
336.8331999,-64.9663693,4.490,0.5750,0.6642,1.0000,* del Tuc                          
87.45692423,-56.16666132,4.494,1.0000,0.8221,0.6541,* gam Pic                          
311.0097252,-51.92097138,4.495,0.8520,0.8621,1.0000,* eta Ind                          
144.8374978,-61.32806019,4.498,0.5750,0.6642,1.0000,* m Car                            
11.18132777,48.28436488,4.500,0.5229,0.6225,1.0000,* omi Cas                          
300.7044695,67.87356373,4.500,1.0000,0.7992,0.6045,* rho Dra                          
87.29349273,39.18107297,4.500,1.0000,0.8541,0.7277,* tau Aur                          
98.22595173,7.33296342,4.500,0.6109,0.6919,1.0000,* 13 Mon                           
98.76411912,-22.96480315,4.500,0.6109,0.6919,1.0000,* ksi02 CMa                        
101.5041667,-20.75666667,4.500,0.8000,0.8000,0.8000,M 41                               
114.7057498,-26.80176428,4.500,0.5340,0.6316,1.0000,* k01 Pup                          
332.0958949,-32.98843841,4.500,0.6324,0.7081,1.0000,* mu. PsA                          
316.7819472,-25.00585529,4.500,1.0000,0.6480,0.3346,* 24 Cap                           
322.1808363,-21.80718067,4.500,0.8000,0.8000,0.8000,* b Cap                            
326.0357403,28.74262687,4.500,0.8000,0.8000,0.8000,* mu. Cyg                          
246.0257693,-20.03732734,4.500,1.0000,0.8330,0.6787,* psi Oph                          
60.2242025,-62.15928473,4.500,1.0000,0.6318,0.3112,* gam Ret                          
235.3877279,19.67039944,4.505,0.6324,0.7081,1.0000,* iot Ser                          
272.8073598,-45.95442644,4.508,1.0000,0.8330,0.6787,* eps Tel                          
322.4870644,23.63883807,4.509,1.0000,0.6480,0.3346,* 2 Peg                            
200.6580672,-60.98839383,4.509,0.5013,0.6047,1.0000,* J Cen                            
213.3708719,51.78996599,4.510,0.7652,0.8035,1.0000,* kap02 Boo                        
68.37729772,-29.76649375,4.510,1.0000,0.8330,0.6787,* ups01 Eri                        
343.1313452,-32.87547336,4.510,0.6109,0.6919,1.0000,* gam PsA                          
355.5116922,1.780041225,4.510,0.7652,0.8035,1.0000,* lam Psc                          
41.97725591,29.24711478,4.510,1.0000,0.8330,0.6787,* 39 Ari                           
142.311332,-35.9513354,4.510,1.0000,0.7872,0.5797,* eps Ant                          
220.2873341,13.72828106,4.510,0.8000,0.8000,0.8000,* zet Boo A                        
220.287116,13.72841686,4.510,0.8000,0.8000,0.8000,* zet Boo B                        
260.9205763,37.14592858,4.510,0.5750,0.6642,1.0000,* rho Her A                        
155.2283051,-56.04323047,4.510,0.5229,0.6225,1.0000,* J Vel                            
337.6219169,43.12337679,4.511,0.4799,0.5868,1.0000,* 6 Lac                            
17.91507946,30.08963916,4.511,1.0000,0.8330,0.6787,* tau Psc                          
316.6503909,47.64840251,4.514,1.0000,0.7750,0.5548,* f02 Cyg                          
7.889259603,-62.96559275,4.514,0.6703,0.7362,1.0000,* bet02 Tuc                        
348.1375158,49.40620709,4.520,0.8823,0.8819,1.0000,* 7 And                            
90.01395746,-3.074259459,4.520,1.0000,0.8221,0.6541,HD 40657                           
317.398537,-11.37169031,4.520,1.0000,0.8330,0.6787,* nu. Aqr                          
345.9692229,3.82004617,4.520,0.5340,0.6316,1.0000,* bet Psc                          
346.7510791,9.409492807,4.520,1.0000,0.6480,0.3346,* 55 Peg                           
28.38254943,19.29385627,4.520,0.6504,0.7215,1.0000,* gam02 Ari                        
4.581906062,36.78522518,4.520,0.6504,0.7215,1.0000,* sig And                          
214.7774681,-13.37109608,4.520,0.6324,0.7081,1.0000,* lam Vir                          
303.9422686,27.81419438,4.520,1.0000,0.7872,0.5797,* 23 Vul                           
201.0020031,-64.53566936,4.520,1.0000,0.8740,0.7760,* m Cen                            
207.9566693,-32.99409191,4.520,0.5229,0.6225,1.0000,* 3 Cen A                          
246.7959838,-47.55478404,4.521,0.4799,0.5868,1.0000,* eps Nor                          
176.9963998,20.21893056,4.522,1.0000,0.9276,0.9168,* 93 Leo                           
299.2367985,-27.16990026,4.528,1.0000,0.7992,0.6045,* b Sgr                            
114.3421241,-34.96853081,4.530,0.5496,0.6441,1.0000,* f Pup                            
12.45353069,41.07891011,4.530,0.5229,0.6225,1.0000,* nu. And                          
42.87849699,35.05974443,4.530,1.0000,0.7360,0.4803,* 17 Per                           
286.6050612,-37.06327565,4.530,1.0000,0.9276,0.9168,* gam CrA A                        
112.4490905,12.0065652,4.531,1.0000,0.8221,0.6541,* 6 CMi                            
0.934949342,-17.33599221,4.536,0.5750,0.6642,1.0000,* 2 Cet                            
136.6323692,38.45221545,4.539,0.8000,0.8000,0.8000,HD 77912                           
335.2564469,46.53656836,4.540,0.5340,0.6316,1.0000,* 2 Lac                            
52.47809435,58.87875296,4.540,0.6109,0.6919,1.0000,HD 21389                           
30.48937646,70.90702506,4.540,0.6703,0.7362,1.0000,* 48 Cas                           
105.016815,76.97740606,4.540,1.0000,0.7750,0.5548,HD 49878                           
224.3958637,65.93246027,4.540,1.0000,0.6318,0.3112,V* RR UMi                          
230.7889585,-36.85848668,4.540,0.5104,0.6122,1.0000,* phi02 Lup                        
228.0553761,-19.79171089,4.540,0.5750,0.6642,1.0000,* iot Lib                          
266.8901004,-27.83079138,4.540,0.8000,0.8000,0.8000,V* X Sgr                           
261.6578373,-5.08659722,4.540,0.8000,0.8000,0.8000,* 47 Oph                           
311.8522403,36.49071492,4.540,0.5229,0.6225,1.0000,* lam Cyg                          
154.9031281,-55.02930619,4.543,1.0000,0.7992,0.6045,V* GZ Vel                          
160.8845423,-60.56661966,4.545,1.0000,0.7750,0.5548,* w Car                            
142.9955217,-1.184663105,4.548,0.6504,0.7215,1.0000,* tau02 Hya                        
265.4837276,72.14886221,4.550,0.9937,0.9526,1.0000,* psi01 Dra A                      
76.10167575,-35.48297669,4.550,1.0000,0.7992,0.6045,* gam Cae                          
324.2701278,-19.46601288,4.550,0.5013,0.6047,1.0000,* eps Cap                          
226.1114291,26.94764763,4.550,1.0000,0.7992,0.6045,* psi Boo                          
88.33185857,27.61226051,4.552,0.6109,0.6919,1.0000,* 136 Tau                          
216.5342677,-45.22142543,4.553,0.4799,0.5868,1.0000,* tau01 Lup                        
148.0264765,54.06433228,4.557,0.6703,0.7362,1.0000,* phi UMa                          
352.2887335,12.76052255,4.560,1.0000,0.8541,0.7277,* 70 Peg                           
137.0120006,-25.85853698,4.560,1.0000,0.7750,0.5548,* kap Pyx                          
272.0207492,-28.45709213,4.560,0.8000,0.8000,0.8000,HD 165634                          
243.0758537,-27.92637382,4.568,0.4799,0.5868,1.0000,* c02 Sco                          
313.0320147,27.09694308,4.568,0.8000,0.8000,0.8000,* 31 Vul                           
143.6202573,69.83034069,4.570,1.0000,0.8740,0.7760,* d UMa                            
357.2314441,-28.13027069,4.570,0.6109,0.6919,1.0000,* del Scl                          
245.1590862,-24.1693192,4.570,0.7260,0.7762,1.0000,* omi Sco                          
284.0549496,4.20360495,4.570,0.7260,0.7762,1.0000,* tet01 Ser                        
59.68645604,-61.40018537,4.570,1.0000,0.6480,0.3346,* del Ret                          
287.0873742,-40.49669875,4.571,1.0000,0.8221,0.6541,* del CrA                          
76.10167833,-35.48297067,4.574,1.0000,0.7992,0.6045,* gam Cae A                        
336.1291283,49.47638867,4.580,0.6109,0.6919,1.0000,* 4 Lac                            
265.4875,72.15277778,4.580,0.8000,0.8000,0.8000,* psi01 Dra                        
350.1593499,23.74035359,4.580,0.7260,0.7762,1.0000,* tau Peg                          
300.664504,-27.70984563,4.580,1.0000,0.6318,0.3112,* c Sgr                            
246.3539802,14.03326531,4.580,0.6504,0.7215,1.0000,* ome Her                          
54.27366314,-40.27465021,4.580,1.0000,0.8221,0.6541,* y Eri                            
147.9194492,-46.54762025,4.580,0.8000,0.8000,0.8000,* m Vel                            
226.2795301,-47.05126154,4.580,0.5229,0.6225,1.0000,* pi. Lup A                        
55.70856364,-37.3135166,4.583,1.0000,0.8221,0.6541,* h Eri                            
151.2811203,-13.0646267,4.588,0.5496,0.6441,1.0000,* ups02 Hya                        
28.38258001,19.295953,4.589,0.6109,0.6919,1.0000,* gam01 Ari                        
358.595975,57.4993797,4.590,1.0000,0.8929,0.8238,* rho Cas                          
290.1670555,65.71453042,4.590,0.6109,0.6919,1.0000,* pi. Dra                          
83.84651779,-4.838357806,4.590,0.4701,0.5784,1.0000,* c Ori                            
84.79644299,4.121466521,4.590,0.5013,0.6047,1.0000,* ome Ori                          
115.8849448,-28.41088183,4.590,1.0000,0.7360,0.4803,* 1 Pup                            
238.402995,-25.32714131,4.590,0.4799,0.5868,1.0000,* 2 Sco                            
10.33146788,-46.08500511,4.590,1.0000,0.8541,0.7277,* mu. Phe                          
263.9149565,-46.50568382,4.590,0.6109,0.6919,1.0000,* sig Ara                          
222.8474164,19.10047206,4.593,0.8000,0.8000,0.8000,* ksi Boo                          
198.0733108,-59.92057894,4.593,0.5370,0.6340,1.0000,V* V831 Cen                        
64.56090374,50.29550159,4.594,0.6324,0.7081,1.0000,* b Per                            
294.1768037,-24.88361911,4.598,0.5496,0.6441,1.0000,* h02 Sgr                          
99.32916667,5.965277778,4.600,0.8000,0.8000,0.8000,C 0634+060                         
142.2872537,-2.76894694,4.600,0.9937,0.9526,1.0000,* tau01 Hya                        
143.555756,36.39756009,4.600,0.8000,0.8000,0.8000,* 10 LMi                           
164.1793791,-37.13776448,4.600,1.0000,0.8330,0.6787,* iot Ant                          
221.3102511,16.96427995,4.600,1.0000,0.8541,0.7277,* omi Boo                          
270.065826,4.368615635,4.600,0.4799,0.5868,1.0000,* 66 Oph                           
283.6870094,22.64507723,4.600,1.0000,0.8541,0.7277,* 113 Her                          
130.6291667,-48.1,4.600,0.8000,0.8000,0.8000,IC 2395                            
231.3342051,-38.73357787,4.600,0.6109,0.6919,1.0000,* k Lup                            
4.272908333,38.68163611,4.600,0.8000,0.8000,0.8000,BD+37 34A                          
97.20445337,-7.03306003,4.600,0.5104,0.6122,1.0000,* bet Mon A                        
193.6632607,-59.14670079,4.602,0.5013,0.6047,1.0000,* lam Cru                          
57.58962048,71.33226347,4.604,0.6504,0.7215,1.0000,* gam Cam                          
28.38899933,3.187519827,4.604,1.0000,0.8541,0.7277,* ksi Psc                          
166.6351111,-62.42411442,4.606,0.8000,0.8000,0.8000,* z Car                            
47.82242337,39.61158372,4.607,1.0000,0.8330,0.6787,* ome Per                          
173.6902325,-54.26409222,4.607,0.5750,0.6642,1.0000,* A Cen                            
346.9743763,75.38750061,4.610,1.0000,0.8836,0.8000,* pi. Cep A                        
130.0534184,64.32793695,4.610,1.0000,0.8221,0.6541,* pi.02 UMa                        
111.6785495,49.21152519,4.610,0.6109,0.6919,1.0000,* 21 Lyn                           
119.9668739,-18.39920948,4.610,0.6324,0.7081,1.0000,HD 65810                           
1.333924708,-5.707618861,4.610,1.0000,0.8330,0.6787,* 33 Psc                           
4.272911875,38.68163617,4.610,0.6504,0.7215,1.0000,* tet And                          
290.4317618,-15.95501735,4.610,0.4799,0.5868,1.0000,* ups Sgr                          
37.26632432,67.40238725,4.610,0.8000,0.8000,0.8000,* iot Cas A                        
81.70928805,3.095671573,4.611,0.4799,0.5868,1.0000,* psi02 Ori                        
278.3757696,-42.31251369,4.614,1.0000,0.8541,0.7277,* tet CrA                          
75.77393984,21.58996269,4.615,0.7652,0.8035,1.0000,* iot Tau                          
270.1208807,-3.690269042,4.616,0.8986,0.8925,1.0000,* zet Ser                          
238.1689214,42.4515142,4.620,1.0000,0.9276,0.9168,* chi Her                          
166.2542814,7.336006528,4.620,0.8986,0.8925,1.0000,* chi Leo                          
233.544592,-10.06452954,4.620,1.0000,0.8221,0.6541,* 37 Lib                           
264.4613045,-8.118770794,4.620,0.5496,0.6441,1.0000,* mu. Oph                          
138.9378309,-37.41314234,4.620,0.8000,0.8000,0.8000,* k Vel                            
168.1500536,-60.31762498,4.620,0.7260,0.7762,1.0000,* y Car                            
191.5946442,-56.48881572,4.620,0.4799,0.5868,1.0000,HD 110956                          
226.2801545,-47.0510894,4.620,0.5229,0.6225,1.0000,* pi. Lup B                        
14.16626721,59.18105571,4.622,1.0000,0.8541,0.7277,* ups02 Cas                        
58.42792408,-24.61222894,4.623,0.5340,0.6316,1.0000,* tau08 Eri                        
130.9182227,-7.233731191,4.625,0.8000,0.8000,0.8000,* F Hya                            
274.5132973,-27.04264302,4.627,1.0000,0.7872,0.5797,HD 167818                          
339.3434053,51.54512176,4.630,0.8520,0.8621,1.0000,* 9 Lac                            
30.48932001,70.90706451,4.630,0.6504,0.7215,1.0000,* 48 Cas A                         
82.98275078,-7.301538099,4.630,0.8000,0.8000,0.8000,* ups Ori                          
90.97993683,20.138456,4.630,0.4799,0.5868,1.0000,* chi02 Ori                        
113.8453901,-28.36934803,4.630,0.5370,0.6340,1.0000,* p Pup                            
44.80302233,21.34043264,4.630,0.6504,0.7215,1.0000,* eps Ari                          
168.8009462,23.09551036,4.630,1.0000,0.6318,0.3112,* 72 Leo                           
246.3963236,-23.44717083,4.630,0.4799,0.5868,1.0000,* rho Oph                          
246.95078,-8.371729018,4.630,0.8000,0.8000,0.8000,* ups Oph                          
237.3985287,26.06838979,4.630,1.0000,0.8740,0.7760,* del CrB                          
118.2651474,-49.61304249,4.630,0.4799,0.5868,1.0000,HD 64740                           
240.8837059,-57.77507336,4.630,0.7260,0.7762,1.0000,* iot01 Nor                        
252.458381,-10.78311208,4.632,0.8000,0.8000,0.8000,* 20 Oph                           
206.664074,-51.4327648,4.632,1.0000,0.8541,0.7277,* M Cen                            
235.2974041,-44.66120634,4.633,0.8000,0.8000,0.8000,* g Lup                            
237.7447713,-25.75129521,4.635,0.4701,0.5784,1.0000,* b Sco                            
282.8003944,59.38834909,4.636,0.8000,0.8000,0.8000,* omi Dra                          
308.4757842,35.25084114,4.636,0.8000,0.8000,0.8000,* 47 Cyg                           
137.7293353,63.51362898,4.640,0.8000,0.8000,0.8000,* tau UMa                          
100.2444151,9.895756361,4.640,0.8000,0.8000,0.8000,* 15 Mon                           
109.1458048,-27.88117926,4.640,1.0000,0.6480,0.3346,HD 56618                           
336.3192619,1.377398494,4.640,0.4701,0.5784,1.0000,* pi. Aqr                          
189.9688683,-39.98730294,4.640,0.5496,0.6441,1.0000,* l Cen                            
271.8264954,8.733866137,4.640,1.0000,0.8541,0.7277,* 71 Oph                           
298.3654009,24.07961473,4.640,0.5750,0.6642,1.0000,* 13 Vul                           
277.8434379,-62.27830148,4.640,0.5370,0.6340,1.0000,* nu. Pav                          
180.2182934,6.614321418,4.642,0.7260,0.7762,1.0000,* pi. Vir                          
189.8115288,-7.995566966,4.643,1.0000,0.7992,0.6045,* chi Vir                          
240.803741,-49.22969863,4.643,1.0000,0.8541,0.7277,* eta Nor                          
308.8272318,14.6742132,4.647,0.6703,0.7362,1.0000,* zet Del                          
73.72386986,10.150832,4.648,0.6109,0.6919,1.0000,* pi.01 Ori                        
68.46216402,14.8444268,4.650,0.8244,0.8437,1.0000,* rho Tau                          
108.563383,-26.35250867,4.650,0.5104,0.6122,1.0000,* 27 CMa                           
112.6775103,-30.96228172,4.650,1.0000,0.8929,0.8238,HD 59890                           
259.4177227,37.29150594,4.650,0.6504,0.7215,1.0000,* e Her                            
300.2752019,27.7535733,4.651,0.7004,0.7579,1.0000,* 15 Vul                           
130.8214508,21.46850022,4.652,0.6324,0.7081,1.0000,* gam Cnc                          
136.4098861,-70.53849534,4.652,0.4799,0.5868,1.0000,* E Car                            
315.322752,-32.25776594,4.654,1.0000,0.8541,0.7277,* gam Mic                          
17.86341155,21.03465016,4.658,1.0000,0.8541,0.7277,* chi Psc                          
325.5236024,51.18962264,4.660,0.5013,0.6047,1.0000,* pi.01 Cyg                        
207.8580807,64.72327019,4.660,1.0000,0.6318,0.3112,* i Dra                            
205.1844723,54.68163587,4.660,1.0000,0.6480,0.3346,* 83 UMa                           
59.98117972,-24.01621164,4.660,0.8000,0.8000,0.8000,* tau09 Eri                        
359.439695,25.14140221,4.660,1.0000,0.6318,0.3112,* psi Peg                          
18.43727573,24.58370136,4.660,1.0000,0.8330,0.6787,* phi Psc                          
281.0847745,39.67012592,4.660,0.6703,0.7362,1.0000,* eps01 Lyr                        
88.52523469,-63.08977674,4.660,1.0000,0.7992,0.6045,* 36 Dor                           
190.6477143,-48.81310828,4.660,1.0000,0.8330,0.6787,* w Cen                            
76.14228818,15.40410474,4.661,0.6324,0.7081,1.0000,* 11 Ori                           
234.9415805,-34.4119187,4.661,1.0000,0.8541,0.7277,* psi01 Lup                        
91.53884877,-14.9352536,4.663,0.6109,0.6919,1.0000,* tet Lep                          
103.905965,-20.13649472,4.664,0.8823,0.8819,1.0000,* pi. CMa                          
163.4947608,43.18995703,4.664,0.6324,0.7081,1.0000,* ome UMa                          
275.9148836,-8.934452582,4.664,0.8000,0.8000,0.8000,* zet Sct                          
69.8187596,15.91797304,4.665,0.7260,0.7762,1.0000,* sig02 Tau                        
109.576639,-36.73395359,4.670,0.4799,0.5868,1.0000,* ups01 Pup                        
114.5751892,-25.36480602,4.670,0.5496,0.6441,1.0000,* m Pup                            
40.86296514,27.7071376,4.670,0.5013,0.6047,1.0000,* 35 Ari                           
270.0142338,16.75091265,4.670,1.0000,0.8330,0.6787,* 93 Her                           
174.1704723,-9.802247566,4.673,0.5750,0.6642,1.0000,* tet Crt                          
294.8441917,30.15331802,4.673,1.0000,0.8541,0.7277,* phi Cyg                          
222.8474487,19.10045609,4.675,0.8000,0.8000,0.8000,* ksi Boo A                        
277.2993912,-14.56581441,4.675,0.6324,0.7081,1.0000,* gam Sct                          
159.6800529,31.97623907,4.677,1.0000,0.8929,0.8238,* 37 LMi                           
293.0899596,69.66117632,4.680,1.0000,0.8330,0.6787,* sig Dra                          
120.3055656,-1.392609304,4.680,1.0000,0.7750,0.5548,* 28 Mon                           
27.39626317,-10.6864076,4.680,0.8668,0.8718,1.0000,* chi Cet                          
317.5854172,10.13157836,4.680,0.8520,0.8621,1.0000,* gam Equ                          
140.8010472,-28.83385523,4.680,1.0000,0.8541,0.7277,* lam Pyx                          
144.6137068,4.649290586,4.680,1.0000,0.7872,0.5797,* 2 Sex                            
245.0866859,-78.69574693,4.680,1.0000,0.6318,0.3112,* del01 Aps                        
23.48283478,59.23205211,4.681,0.8000,0.8000,0.8000,* chi Cas                          
343.6039842,84.34617473,4.684,1.0000,0.7750,0.5548,HD 217382                          
28.73388354,-67.64730406,4.685,1.0000,0.8541,0.7277,* eta02 Hyi                        
191.4085425,-60.98132045,4.686,1.0000,0.8330,0.6787,* iot Cru                          
66.65154909,14.71378587,4.690,0.8000,0.8000,0.8000,* pi. Tau                          
31.12266086,-29.29681882,4.690,0.5750,0.6642,1.0000,* nu. For                          
340.8968044,-18.83037658,4.690,1.0000,0.7872,0.5797,* g Aqr                            
324.4379554,-7.854202755,4.690,1.0000,0.8330,0.6787,* ksi Aqr                          
330.8285168,-2.155362988,4.690,0.5370,0.6340,1.0000,* omi Aqr                          
141.8268024,-22.34374908,4.690,1.0000,0.7992,0.6045,* G Hya                            
196.7947084,27.62473848,4.690,1.0000,0.7360,0.4803,* 41 Com                           
202.9911877,-6.255817193,4.690,1.0000,0.6480,0.3346,* l Vir                            
271.2551105,-29.58008423,4.690,1.0000,0.9019,0.8473,* gam01 Sgr                        
330.840226,-56.78598251,4.690,1.0000,0.7360,0.4803,* eps Ind                          
178.2271704,-33.9081352,4.690,0.8000,0.8000,0.8000,* bet Hya A                        
63.72220516,40.48366591,4.691,1.0000,0.8740,0.7760,* f Per                            
196.5696005,-48.46329055,4.691,0.5104,0.6122,1.0000,* f Cen                            
199.3855872,40.57260763,4.698,0.8520,0.8621,1.0000,* 20 CVn                           
44.69028574,39.66272811,4.700,0.6504,0.7215,1.0000,* pi. Per                          
203.6135804,49.01597404,4.700,0.7004,0.7579,1.0000,* 24 CVn                           
44.92874946,8.907358298,4.700,0.5340,0.6316,1.0000,* lam Cet                          
326.0357873,28.74260612,4.700,0.8000,0.8000,0.8000,* mu.01 Cyg                        
150.0533579,8.044223118,4.700,1.0000,0.6480,0.3346,* pi. Leo                          
175.0532904,-34.74465927,4.700,0.5750,0.6642,1.0000,* omi Hya                          
202.3429167,11.79194444,4.700,0.8000,0.8000,0.8000,NAME NGC 5171 Group                
298.959844,-26.29935925,4.700,1.0000,0.8740,0.7760,* ome Sgr                          
156.8519538,-57.63880316,4.700,0.8520,0.8621,1.0000,V* V399 Car                        
158.955,-58.23,4.700,0.8000,0.8000,0.8000,NGC 3293                           
166.68,-59.82,4.700,0.8000,0.8000,0.8000,Cl Feinstein 1                     
58.57292619,-2.9547321,4.700,0.8000,0.8000,0.8000,* 32 Eri A                         
209.4120076,-63.68669636,4.701,1.0000,0.8221,0.6541,HD 121474                          
176.1907365,-18.35066675,4.706,1.0000,0.8541,0.7277,* zet Crt                          
298.5620087,8.461451997,4.707,0.8000,0.8000,0.8000,* ksi Aql                          
319.4845166,-32.17254209,4.708,0.6109,0.6919,1.0000,* eps Mic                          
76.37773408,-57.47270248,4.708,0.8000,0.8000,0.8000,* zet Dor                          
233.9718791,-44.95838945,4.708,0.8000,0.8000,0.8000,* d Lup A                          
240.6995713,46.03670255,4.709,0.5750,0.6642,1.0000,* ups Her                          
36.40594199,50.27863374,4.710,1.0000,0.7750,0.5548,* 65 And                           
79.78531443,40.09905268,4.710,0.8000,0.8000,0.8000,* lam Aur                          
82.43325612,-1.092238397,4.710,1.0000,0.7750,0.5548,* 31 Ori                           
353.7690451,-42.61515024,4.710,0.8000,0.8000,0.8000,* iot Phe                          
280.568446,-9.052555675,4.710,0.8986,0.8925,1.0000,* del Sct                          
117.0840018,-47.07772182,4.710,1.0000,0.8330,0.6787,* Q Pup                            
52.3444885,-62.93752753,4.710,0.8000,0.8000,0.8000,* kap Ret                          
157.5838629,-71.9927945,4.710,0.6324,0.7081,1.0000,* K Car                            
238.4029892,-25.32713573,4.710,0.8000,0.8000,0.8000,* 2 Sco A                          
241.6227644,-45.17324055,4.713,0.8000,0.8000,0.8000,* del Nor                          
103.6609923,13.17784532,4.715,0.8000,0.8000,0.8000,* e Gem                            
158.307885,40.42554004,4.715,0.7652,0.8035,1.0000,HD 91312                           
181.0800927,-63.16569428,4.716,0.5013,0.6047,1.0000,* tet02 Cru                        
313.1634699,-8.983319425,4.717,0.6703,0.7362,1.0000,* mu. Aqr                          
156.4783973,33.79611971,4.718,0.8668,0.8718,1.0000,* 30 LMi                           
83.76116975,-6.002028761,4.720,0.4701,0.5784,1.0000,HD 36960                           
122.817941,-12.92699866,4.720,1.0000,0.8541,0.7277,* 19 Pup                           
140.3732945,-25.96543796,4.720,1.0000,0.6789,0.3823,* tet Pyx                          
235.4866667,-19.67879306,4.720,1.0000,0.6789,0.3823,* kap Lib                          
291.6295381,0.338572399,4.720,0.8986,0.8925,1.0000,* nu. Aql                          
292.9430077,34.45296873,4.720,0.5013,0.6047,1.0000,* 8 Cyg                            
57.14947757,-37.62015106,4.720,0.5750,0.6642,1.0000,* f Eri A                          
73.13319183,14.25064639,4.721,1.0000,0.6318,0.3112,* omi Ori                          
235.6709252,-34.71040603,4.721,0.5229,0.6225,1.0000,* psi02 Lup                        
134.0802562,-52.72347387,4.723,0.5229,0.6225,1.0000,* H Vel                            
269.9481305,-23.8161186,4.724,0.6109,0.6919,1.0000,* 4 Sgr                            
52.65440929,-5.075145523,4.725,0.5750,0.6642,1.0000,* v Eri                            
285.7786541,-42.09510717,4.725,0.5750,0.6642,1.0000,* zet CrA                          
325.6646129,-18.86632413,4.726,1.0000,0.8541,0.7277,* kap Cap                          
21.48342659,68.13001278,4.727,1.0000,0.8330,0.6787,* psi Cas                          
177.0605534,-66.81490866,4.728,1.0000,0.7750,0.5548,* mu. Mus                          
80.11214577,-21.23976018,4.729,0.6109,0.6919,1.0000,HD 34968                           
324.480098,62.0819426,4.730,0.4799,0.5868,1.0000,* 9 Cep                            
208.3022429,-31.927618,4.730,0.5229,0.6225,1.0000,* h Cen                            
242.2429544,36.49086762,4.730,1.0000,0.8221,0.6541,* tau CrB                          
52.34187579,49.50894761,4.735,0.5013,0.6047,1.0000,* 34 Per                           
212.4783946,-53.43895055,4.736,0.8000,0.8000,0.8000,HD 123569                          
80.44061921,0.382475135,4.740,0.4799,0.5868,1.0000,* o Ori                            
87.76015851,37.3055717,4.740,1.0000,0.6789,0.3823,* ups Aur                          
346.7780795,25.46825915,4.740,1.0000,0.8330,0.6787,* 56 Peg                           
185.1792733,17.79287202,4.740,1.0000,0.8541,0.7277,* 11 Com                           
199.6013095,-18.31119574,4.740,0.8000,0.8000,0.8000,* 61 Vir                           
207.9478139,34.44423924,4.740,1.0000,0.6318,0.3112,V* AW CVn                          
354.4624758,-45.49235199,4.740,0.6324,0.7081,1.0000,HD 222095                          
122.2523733,-61.30238432,4.742,0.8000,0.8000,0.8000,* B Car                            
42.61857979,-75.06694359,4.742,1.0000,0.7872,0.5797,* nu. Hyi                          
308.8952055,-60.58175287,4.745,0.8668,0.8718,1.0000,* phi01 Pav                        
19.86663704,27.26405987,4.748,0.6703,0.7362,1.0000,* ups Psc                          
314.9564652,47.52093858,4.750,0.4701,0.5784,1.0000,* f01 Cyg                          
96.22459375,49.28789241,4.750,1.0000,0.7360,0.4803,* psi01 Aur                        
214.0413764,51.36723133,4.750,0.7652,0.8035,1.0000,* iot Boo                          
88.11016104,1.855139479,4.750,1.0000,0.7992,0.6045,* 56 Ori                           
38.02178684,-15.24467438,4.750,0.9937,0.9526,1.0000,* sig Cet                          
165.4569776,-2.484583516,4.750,1.0000,0.6789,0.3823,* p02 Leo                          
201.8631812,-15.97358277,4.750,1.0000,0.8330,0.6787,* 69 Vir                           
215.7740581,-27.75401693,4.750,1.0000,0.7750,0.5548,* k Hya                            
122.8578823,-42.98727744,4.750,0.7260,0.7762,1.0000,HD 68601                           
39.949856,-42.89176772,4.750,0.6324,0.7081,1.0000,* s Eri                            
303.8162309,25.59195969,4.753,0.5013,0.6047,1.0000,HD 192685                          
94.71156793,69.3197864,4.757,0.6109,0.6919,1.0000,HD 42818                           
353.3192625,-20.91450431,4.758,0.6109,0.6919,1.0000,* b03 Aqr                          
135.6362254,67.62962031,4.760,1.0000,0.6318,0.3112,* rho UMa                          
13.25206051,-1.144258804,4.760,1.0000,0.7360,0.4803,* 20 Cet                           
