RA - Decimal,Dec - Decimal,Prop.motion RA,Prop.motion Dec,Mag V ,Red,Green,Blue,identifier             
323.7208414517,-29.6961183626,14.0200000000,-15.4030000000,6.42,0.5496,0.6441,1.0000,HD 205265
357.4566471495,-25.3313462618,-18.4830000000,-20.4310000000,6.42,0.6703,0.7362,1.0000,HD 223466
356.5052534741,-18.6796953051,141.0720000000,12.6560000000,6.42,0.8986,0.8925,1.0000,* i02 Aqr B
29.2900309347,-10.2424257038,-366.9970000000,-242.3860000000,6.42,0.8000,0.8000,0.8000,HD 11964
33.4731438970,-9.0646317028,1.6970000000,20.1820000000,6.42,1.0000,0.8221,0.6541,HD 13763
24.1813590853,7.8315280904,4.5720000000,9.0020000000,6.42,1.0000,0.6789,0.3823,V* CY Psc
331.2644217666,14.8159337720,-21.1970000000,-18.1320000000,6.42,1.0000,0.6789,0.3823,HD 209709
325.9921112815,22.8153173611,-15.9120000000,-44.5350000000,6.42,1.0000,0.7992,0.6045,HD 206793
322.9589358463,23.8451627743,10.0550000000,5.5820000000,6.42,0.8000,0.8000,0.8000,HD 205011
345.6881160880,44.0587495657,0.4410000000,-5.7990000000,6.42,0.4799,0.5868,1.0000,HD 217811
147.8400665098,-6.1819256937,-127.2950000000,54.5350000000,6.42,0.8000,0.8000,0.8000,HD 85380
155.8860693226,-3.6428533348,-11.2620000000,5.5700000000,6.42,1.0000,0.6789,0.3823,HD 90057
171.9944673007,-35.3288507670,10.1700000000,-1.1250000000,6.42,1.0000,0.7750,0.5548,V* QT Hya
174.7518429699,-24.7210944890,31.3850000000,-240.6850000000,6.42,0.8000,0.8000,0.8000,HD 101259
185.9492839128,-30.3354173125,9.8870000000,-12.9860000000,6.42,1.0000,0.7360,0.4803,HD 107869
209.4953157252,-25.9980807265,28.2070000000,3.6070000000,6.42,1.0000,0.8221,0.6541,HD 121758
286.6045925800,-37.0637035778,152.5630000000,-273.4320000000,6.42,1.0000,0.9276,0.9168,* gam CrA B
268.4922326992,-34.8310555702,3.9070000000,-5.7230000000,6.42,0.8000,0.8000,0.8000,V* V951 Sco
244.2466592725,-20.1040876828,-6.6930000000,-6.5670000000,6.42,1.0000,0.8541,0.7277,HD 146436
281.5047849364,-19.6063578255,-4.8850000000,4.4250000000,6.42,1.0000,0.6480,0.3346,V* V4405 Sgr
306.1739881618,1.3685645593,5.3380000000,-19.9720000000,6.42,1.0000,0.7750,0.5548,HD 194263
267.9935854167,15.3263746667,-7.1900000000,41.4300000000,6.42,1.0000,0.8330,0.6787,HD 162734
270.8106769059,19.6131548680,-4.4990000000,-1.1350000000,6.42,0.6109,0.6919,1.0000,HD 165029
300.9116623942,22.9410541604,-15.3760000000,-21.9000000000,6.42,1.0000,0.7992,0.6045,HD 190322
294.4200674442,35.0225364993,-7.3160000000,-10.3620000000,6.42,1.0000,0.7360,0.4803,HD 185435
132.0365695141,-42.4634478837,-12.2730000000,6.3300000000,6.42,0.4799,0.5868,1.0000,HD 75387
84.5725852850,-50.6409955756,-0.4490000000,18.6140000000,6.42,0.6109,0.6919,1.0000,HD 37781
48.1073101375,-44.4196801111,92.0000000000,-6.2000000000,6.42,0.8244,0.8437,1.0000,HD 20121A
166.8922138327,-48.6399833194,-15.6830000000,22.5200000000,6.42,1.0000,0.7872,0.5797,HD 96660
160.3229826774,-59.6769155536,-7.5400000000,2.9900000000,6.42,0.8000,0.8000,0.8000,HD 92740
185.9070413067,-61.6291255836,-10.1050000000,-0.7300000000,6.42,0.8000,0.8000,0.8000,V* R Cru
197.0850113070,-78.4460253636,-36.9100000000,-25.0690000000,6.42,0.6109,0.6919,1.0000,HD 113694
206.5603933387,-54.6833671964,-29.0750000000,-25.2370000000,6.42,0.6324,0.7081,1.0000,HD 119727
290.6572894360,-51.2312805227,73.0870000000,-8.7780000000,6.42,0.8668,0.8718,1.0000,HD 181295
56.5120846906,24.5278967821,19.5820000000,-44.8780000000,6.421,0.6109,0.6919,1.0000,* 22 Tau
340.7310278715,37.8027333946,-0.9990000000,-5.2990000000,6.421,0.4701,0.5784,1.0000,HD 215191
53.2148196515,-61.0168725744,76.7070000000,47.4520000000,6.421,1.0000,0.8330,0.6787,HD 22382
190.8680064965,-58.9027427790,-69.9330000000,-0.4830000000,6.421,1.0000,0.8330,0.6787,HD 110532
53.6399526250,-31.8747993333,15.0500000000,-0.3900000000,6.422,1.0000,0.7872,0.5797,HD 22322
124.4928380690,-30.0036977117,29.5620000000,3.4970000000,6.422,1.0000,0.8330,0.6787,HD 69879
179.5298907790,32.2739077120,-108.4950000000,-61.9890000000,6.422,0.8520,0.8621,1.0000,HD 103928
297.4725770345,-66.8130677778,-0.4040000000,10.3320000000,6.422,1.0000,0.7750,0.5548,HD 186584
63.4089444688,-1.1497379767,1.0880000000,-3.1590000000,6.423,0.5013,0.6047,1.0000,HD 26739
77.9096304822,29.9035636929,7.8950000000,-21.0360000000,6.423,1.0000,0.6480,0.3346,HD 33463
199.1344173309,19.7852979811,-114.1240000000,27.7540000000,6.423,0.8668,0.8718,1.0000,HD 115365
170.4870485804,-77.6083687350,-79.6230000000,-8.2310000000,6.423,0.7260,0.7762,1.0000,HD 99015
180.6186270562,-71.4889814399,-62.7060000000,11.0630000000,6.423,1.0000,0.8221,0.6541,HD 104570
132.1560504154,-1.0448386602,-50.2700000000,-2.5060000000,6.424,1.0000,0.8221,0.6541,HD 75217
235.0481489996,-70.2278831975,-41.1500000000,-55.1600000000,6.424,0.6324,0.7081,1.0000,HD 138965
332.4911681374,-48.1076609708,68.6050000000,-62.8090000000,6.424,1.0000,0.7872,0.5797,HD 210204
319.3282870111,58.6114835272,-3.6730000000,-2.9200000000,6.425,0.4799,0.5868,1.0000,HD 203025
5.7682962656,-15.9425305341,76.2730000000,25.7800000000,6.425,1.0000,0.6480,0.3346,HD 1879
21.8611370290,41.1011605054,9.6110000000,25.9100000000,6.425,0.7652,0.8035,1.0000,V* V529 And
21.6139454953,0.3990322853,49.0000000000,-18.8300000000,6.426,1.0000,0.8221,0.6541,HD 8779
157.0760797947,-63.1645676607,-17.5890000000,2.1600000000,6.426,0.4799,0.5868,1.0000,HD 90966
196.2777448958,-47.1169078989,-49.9330000000,-31.8210000000,6.426,0.8000,0.8000,0.8000,V* V947 Cen
247.5251632731,48.9610856196,-50.4660000000,-56.9240000000,6.427,0.6324,0.7081,1.0000,* 34 Her
232.2367581250,55.1949373164,-7.5030000000,36.3410000000,6.427,0.6703,0.7362,1.0000,HD 138338
100.3370731432,28.1966401375,0.1150000000,-1.7170000000,6.427,1.0000,0.8740,0.7760,* 25 Gem
152.9092146654,13.3551130911,39.2600000000,-37.3300000000,6.427,0.8000,0.8000,0.8000,* 34 Leo
345.8391014778,58.5638649760,54.8810000000,-12.2810000000,6.428,1.0000,0.8541,0.7277,HD 217944
105.9894006894,-10.1237647192,-4.1470000000,0.5960000000,6.428,0.5496,0.6441,1.0000,HD 53240
323.1385910928,-24.5904175814,68.2630000000,6.5250000000,6.428,0.7652,0.8035,1.0000,HD 204943
169.4119111820,-34.7373753793,-59.0050000000,-10.2550000000,6.428,0.8000,0.8000,0.8000,HD 98221
300.9346250678,-22.5955973016,-38.3010000000,22.4350000000,6.428,0.8000,0.8000,0.8000,HD 190009
296.1720715566,8.7265358682,40.7020000000,-22.2790000000,6.428,1.0000,0.8330,0.6787,HD 186535
255.4431325417,-51.1310282222,-10.6200000000,-45.6400000000,6.428,0.8520,0.8621,1.0000,HD 153370
65.4062715625,-6.2841627502,8.2340000000,-11.5050000000,6.429,0.6324,0.7081,1.0000,HD 27660
36.0838181828,-25.8474615144,30.5540000000,15.2220000000,6.429,1.0000,0.7872,0.5797,HD 14988
151.0351332716,3.2010547973,-76.3560000000,-93.7140000000,6.429,0.8000,0.8000,0.8000,* 13 Sex
345.5471863855,44.5728590609,10.2610000000,-17.6890000000,6.43,1.0000,0.8330,0.6787,HD 217731
33.4233770965,58.5605853554,-0.7940000000,-0.8680000000,6.43,0.6504,0.7215,1.0000,HD 13476
286.2910024967,49.9231641346,-8.3050000000,5.1060000000,6.43,1.0000,0.7872,0.5797,HD 178208
165.8641092278,70.0307377186,11.4230000000,-34.1130000000,6.43,1.0000,0.8330,0.6787,HD 95572
168.0455864224,68.2718704003,28.5650000000,6.9930000000,6.43,0.6703,0.7362,1.0000,HD 97138
231.6341255405,54.0202948742,18.4450000000,-13.9300000000,6.43,0.6504,0.7215,1.0000,HD 137928
162.3699969960,63.8100254382,-13.5740000000,12.0500000000,6.43,1.0000,0.8330,0.6787,HD 93551
163.1335769430,52.5036048228,-58.1610000000,-52.0280000000,6.43,1.0000,0.7992,0.6045,HD 94084
202.0491229141,50.5872869633,-100.4740000000,43.1130000000,6.43,0.8823,0.8819,1.0000,HD 117281
80.1823428090,2.5447794824,31.3560000000,20.2130000000,6.43,1.0000,0.8541,0.7277,HD 34878
84.7390559436,26.6180702625,15.4080000000,-9.8760000000,6.43,0.8000,0.8000,0.8000,HD 37329
84.8629797836,21.7629520582,1.9480000000,-35.3380000000,6.43,0.6324,0.7081,1.0000,HD 37439
96.5396938233,-3.5157210807,-90.7600000000,67.0100000000,6.43,1.0000,0.8330,0.6787,HD 45215
99.1500000000,6.0500000000,~,~,6.43,0.8000,0.8000,0.8000,[SC93] 311
101.2164673325,-27.3416670259,-5.8740000000,293.7840000000,6.43,1.0000,0.9019,0.8473,HD 48938
110.6179978692,0.7008316929,38.9570000000,-49.5120000000,6.43,1.0000,0.8330,0.6787,HD 57707
110.5085608645,-8.9793795343,9.6590000000,13.1590000000,6.43,0.8000,0.8000,0.8000,HD 57682
116.9383637853,-16.0144829589,-8.5140000000,-0.4280000000,6.43,1.0000,0.7360,0.4803,HD 63323
118.8077045608,-30.9176462537,-25.7360000000,26.4200000000,6.43,1.0000,0.7750,0.5548,HD 64974
127.0824508574,-8.8162819089,14.5430000000,-41.4100000000,6.43,1.0000,0.8221,0.6541,HD 71665
131.3952697025,4.6643738686,43.2290000000,-78.0920000000,6.43,1.0000,0.8330,0.6787,HD 74685
133.2721421671,-16.9524706231,-53.2210000000,-50.4380000000,6.43,1.0000,0.8221,0.6541,HD 76027
23.9606928153,-39.9471237517,-43.9660000000,-47.9470000000,6.43,0.9937,0.9526,1.0000,HD 9895
27.8598177967,-39.8359356443,15.0070000000,-24.2150000000,6.43,1.0000,0.8221,0.6541,HD 11421
337.7240545775,-26.0737511413,40.6470000000,-75.0440000000,6.43,1.0000,0.8221,0.6541,* zet PsA
347.4564574166,-14.5105551851,29.8370000000,-7.4930000000,6.43,0.6109,0.6919,1.0000,HD 218639
31.0519403058,-11.8597654699,55.6480000000,-2.6950000000,6.43,1.0000,0.7750,0.5548,HD 12702
23.7138270257,-3.5238863057,13.0510000000,-31.7780000000,6.43,1.0000,0.7992,0.6045,HD 9690
1.9337965309,-2.5486801522,26.8220000000,1.9780000000,6.43,0.8000,0.8000,0.8000,* 4 Cet
317.4927687846,2.9436971087,48.9020000000,10.8830000000,6.43,0.8986,0.8925,1.0000,HD 201507
26.4272181018,8.5592494620,6.1810000000,-24.1680000000,6.43,0.5496,0.6441,1.0000,V* UZ Psc
31.2125426285,7.7356611916,30.0000000000,-1.4000000000,6.43,1.0000,0.8330,0.6787,HD 12730
13.7418845334,23.6284972913,139.6710000000,-19.3670000000,6.43,0.8000,0.8000,0.8000,* 36 And B
326.4354693940,35.8573087786,91.3990000000,10.2570000000,6.43,1.0000,0.8330,0.6787,HD 207088
320.9516183838,37.3514782235,-5.8250000000,-8.6290000000,6.43,1.0000,0.7360,0.4803,HD 203857
167.9910005045,-26.8061164107,-26.8540000000,15.0300000000,6.43,1.0000,0.8330,0.6787,HD 97344
192.5720643125,22.8634101819,103.5990000000,-65.4060000000,6.43,1.0000,0.8330,0.6787,HD 111591
207.4371916985,36.6328286001,-81.3510000000,21.7620000000,6.43,0.7652,0.8035,1.0000,HD 120600
207.8347573200,-24.3905119571,-589.1930000000,-280.5790000000,6.43,1.0000,0.8740,0.7760,HD 120690
261.7304025070,-25.9434652667,-10.9700000000,-28.3240000000,6.43,0.5750,0.6642,1.0000,HD 157864
242.4803030267,-18.3406276995,-68.8340000000,-68.9040000000,6.43,0.8000,0.8000,0.8000,HD 145100
259.5803037235,-16.3118753695,2.9130000000,10.8640000000,6.43,1.0000,0.6480,0.3346,HD 156462
282.6298755549,-13.5722594470,-4.6020000000,-6.9260000000,6.43,1.0000,0.8221,0.6541,HD 174328
270.1152426432,19.5057895677,0.0330000000,-1.8530000000,6.43,0.5496,0.6441,1.0000,HD 164447
306.8091255775,20.4764866995,1.0960000000,-7.5500000000,6.43,1.0000,0.8330,0.6787,HD 194841
294.2900763221,29.3337008696,0.6180000000,-4.7000000000,6.43,0.5229,0.6225,1.0000,HD 185268
291.0252263856,36.4520937517,4.9670000000,78.5290000000,6.43,1.0000,0.8221,0.6541,HD 182635
94.0782733993,-59.2135026896,-45.1870000000,-316.3890000000,6.43,0.8000,0.8000,0.8000,HD 44120
158.9554893196,-58.2242818578,-7.6820000000,3.4700000000,6.43,0.4509,0.5617,1.0000,HD 91969
221.3284456199,-51.3149296146,-21.7470000000,-16.3640000000,6.43,1.0000,0.7750,0.5548,HD 129624
216.1700534342,-44.3111349059,-37.0870000000,-41.6840000000,6.43,1.0000,0.8330,0.6787,HD 126093
243.4395747003,-24.4220916617,-9.4810000000,-19.3560000000,6.43,0.8000,0.8000,0.8000,HD 145792A
232.3302924255,-38.6350328753,-30.5010000000,-73.2380000000,6.43,0.8986,0.8925,1.0000,V* KQ Lup
190.8594320527,-40.1778486247,28.0290000000,-13.0850000000,6.43,0.7652,0.8035,1.0000,HD 110575
106.3833875000,-34.7776472222,-50.3000000000,63.3000000000,6.43,0.8000,0.8000,0.8000,HD 53952A
105.5644910594,-43.4038790638,1.2220000000,-1.4430000000,6.431,0.6109,0.6919,1.0000,HD 53253
207.5808170293,-39.9008584493,4.8900000000,-9.5470000000,6.431,1.0000,0.8221,0.6541,HD 120457
262.6675369618,38.8822041990,0.9610000000,12.7430000000,6.431,0.9937,0.9526,1.0000,HD 159026
128.8022384018,-39.9704505340,73.5170000000,43.2000000000,6.431,0.8000,0.8000,0.8000,HD 73121
129.6866971568,-53.0903815485,-23.8530000000,23.2800000000,6.431,0.5496,0.6441,1.0000,HD 73952
3.9785224228,61.0001756036,-19.2970000000,-11.1760000000,6.432,1.0000,0.8541,0.7277,HD 1142
352.2534443384,-44.4980682547,38.2480000000,-13.3210000000,6.432,1.0000,0.7992,0.6045,HD 221051
6.8794545046,16.0254834489,89.2220000000,10.0600000000,6.432,0.7260,0.7762,1.0000,HD 2358
119.5892980740,-51.4484733458,-43.6480000000,43.0680000000,6.432,0.8244,0.8437,1.0000,HD 65867
308.7311498826,-38.0898912698,18.6650000000,-12.0480000000,6.432,0.7260,0.7762,1.0000,HD 195814
184.7584375630,26.0083501603,-12.1330000000,-8.6800000000,6.433,0.7353,0.7827,1.0000,V* FM Com
98.2926646089,-38.6251872098,-0.5650000000,-17.4460000000,6.434,1.0000,0.8541,0.7277,HD 46727
109.4500488336,-26.7975578519,-1.5210000000,0.9070000000,6.434,0.5229,0.6225,1.0000,HD 56876
0.0995832474,26.9181080034,44.4540000000,-52.8020000000,6.434,0.8000,0.8000,0.8000,HD 224758
214.0890924486,-6.6215428750,-43.0730000000,-8.4300000000,6.434,0.7652,0.8035,1.0000,HD 124915
275.2299482099,-37.4876464112,-2.0410000000,-6.4020000000,6.434,1.0000,0.7992,0.6045,HD 168357
313.4932792533,-6.8894593561,25.2950000000,-22.0170000000,6.434,0.8986,0.8925,1.0000,HD 198949
136.6797442362,59.3445250245,-12.9820000000,-14.9030000000,6.435,0.6504,0.7215,1.0000,HD 77692
340.7311666667,37.8028055556,~,~,6.435,0.8000,0.8000,0.8000,[AKS95] 151
221.5453323750,-21.1759616944,-57.2800000000,-101.6000000000,6.435,0.8000,0.8000,0.8000,HD 129980
287.4156530401,-39.8272360895,4.1720000000,-21.9300000000,6.435,1.0000,0.8330,0.6787,HD 178254
141.2320044182,51.5738946655,41.3460000000,-8.0280000000,6.435,0.8000,0.8000,0.8000,HD 81025A
332.5006357059,-28.2924338996,29.2460000000,24.0900000000,6.436,0.7260,0.7762,1.0000,HD 210300
203.1436097564,-29.5652616013,-78.9700000000,8.4260000000,6.436,0.9937,0.9526,1.0000,HD 117718
28.4521439109,55.5976384737,48.7180000000,-13.5110000000,6.437,0.6703,0.7362,1.0000,HD 11408
14.3316942484,61.4218947652,60.5940000000,-15.6500000000,6.437,1.0000,0.8740,0.7760,HD 5459
124.8729651354,-34.5901344612,-9.1020000000,5.4120000000,6.437,0.5496,0.6441,1.0000,HD 70235
7.0878978333,-20.3350492778,-118.9800000000,-112.0300000000,6.437,0.8000,0.8000,0.8000,HD 2475
123.7134995985,-46.4858918918,-5.9390000000,8.0830000000,6.437,0.4799,0.5868,1.0000,HD 69404
332.6257638536,20.9779840971,-2.3230000000,-9.6380000000,6.438,0.6703,0.7362,1.0000,* 28 Peg
173.7656383531,20.4415452666,-59.8970000000,-0.9960000000,6.438,0.8000,0.8000,0.8000,HD 100655
136.0240817243,-47.4414484686,-12.0790000000,6.0120000000,6.438,0.5013,0.6047,1.0000,HD 78005
66.4055105175,15.9410232112,102.9500000000,-26.0260000000,6.439,0.8000,0.8000,0.8000,* 70 Tau
21.5983222073,20.0708068683,56.8480000000,-38.8290000000,6.439,1.0000,0.8330,0.6787,HD 8733
193.4088608839,-4.2246385569,3.3330000000,-66.4800000000,6.439,1.0000,0.8221,0.6541,HD 112048
42.6470465640,36.9483273131,-9.8520000000,-129.2450000000,6.44,1.0000,0.9019,0.8473,HD 17605
315.5873253987,39.5090329098,1.9300000000,0.0750000000,6.44,1.0000,0.7872,0.5797,HD 200465
355.7710674803,51.9393332151,30.0720000000,-4.5830000000,6.44,1.0000,0.8330,0.6787,HD 222748
356.2016508348,55.7996872499,28.1150000000,-2.3210000000,6.44,0.8000,0.8000,0.8000,HD 222932
211.7348526724,74.5937828951,-53.5250000000,13.3890000000,6.44,0.7652,0.8035,1.0000,* 3 UMi
113.4646535000,51.3141447778,-11.5600000000,-23.3100000000,6.44,1.0000,0.8330,0.6787,HD 59721
234.7896615591,57.9244263046,-5.2620000000,3.9180000000,6.44,1.0000,0.8221,0.6541,HD 140117
194.5785455529,64.9255330464,-16.9640000000,11.9860000000,6.44,1.0000,0.8330,0.6787,HD 112826
170.4553702506,57.0748560806,-58.1980000000,5.2650000000,6.44,0.7652,0.8035,1.0000,HD 98673
62.9838848000,-8.8374643772,71.9710000000,1.0800000000,6.44,1.0000,0.8541,0.7277,HD 26584
62.6911291964,-35.2737880373,-20.2030000000,-26.2320000000,6.44,1.0000,0.8330,0.6787,HD 26575
76.3837588750,19.8067282500,-7.4300000000,-10.3300000000,6.44,0.7260,0.7762,1.0000,HD 32642
76.7906039446,-19.3919034357,-28.0220000000,282.0310000000,6.44,0.8000,0.8000,0.8000,HD 33095
84.7862327962,41.3585633435,-31.4440000000,-118.8900000000,6.44,1.0000,0.8330,0.6787,HD 37250
97.5492400984,-19.2148891065,6.1100000000,-21.6950000000,6.44,1.0000,0.6789,0.3823,HD 46037
103.2512481398,-26.9576327479,-10.9150000000,-65.6520000000,6.44,0.8000,0.8000,0.8000,V* KX CMa
122.7570134665,-37.2923748027,-5.0960000000,4.9410000000,6.44,0.8000,0.8000,0.8000,HD 68450
351.6478056069,-21.7408367427,55.8660000000,-2.1850000000,6.44,1.0000,0.8330,0.6787,HD 220766
359.2921441974,-20.8336413072,-32.6560000000,-13.4710000000,6.44,1.0000,0.8541,0.7277,HD 224349
24.4669521029,-3.4406787561,25.9090000000,-10.5970000000,6.44,1.0000,0.6789,0.3823,HD 10024
14.0379993769,13.9519587629,-3.7950000000,-3.7940000000,6.44,1.0000,0.8541,0.7277,HD 5418
352.2736537049,23.0480828580,-35.1000000000,-85.2460000000,6.44,0.8000,0.8000,0.8000,HD 221113
169.3096816906,-41.9343234917,-55.2550000000,-7.8360000000,6.44,0.6109,0.6919,1.0000,HD 98176
175.2850084584,-29.1962350741,-330.8420000000,194.9670000000,6.44,1.0000,0.8929,0.8238,HD 101563
201.1272744428,12.4318248130,-25.6840000000,36.8940000000,6.44,1.0000,0.8330,0.6787,HD 116594
213.6483584639,13.9754493589,-94.9270000000,79.8010000000,6.44,1.0000,0.7992,0.6045,HD 124678
214.9716638803,-6.7461594874,-89.9570000000,-26.3390000000,6.44,1.0000,0.8330,0.6787,HD 125490
258.6152295072,-39.7666493765,-0.7580000000,-1.4660000000,6.44,1.0000,0.8330,0.6787,HD 155603
260.6634083031,-37.8046388704,-0.2730000000,-0.5280000000,6.44,0.5013,0.6047,1.0000,HD 157038
298.6585964853,-8.2370533555,12.0790000000,-25.7470000000,6.44,0.5496,0.6441,1.0000,* 57 Aql B
261.4911476248,-1.6517798500,60.6230000000,50.9790000000,6.44,0.9937,0.9526,1.0000,HD 157856
310.1880863450,19.9355361439,118.7080000000,312.2220000000,6.44,1.0000,0.8740,0.7760,HD 197076
257.0028898528,31.2061929205,-3.8340000000,-18.0700000000,6.44,1.0000,0.7992,0.6045,HD 155061
296.2030589401,29.2646932042,0.1070000000,-3.2470000000,6.44,0.8986,0.8925,1.0000,V* SU Cyg
280.8190538799,39.3000594396,-0.7730000000,-8.1250000000,6.44,1.0000,0.7360,0.4803,HD 173383
313.0016221582,32.8488970858,-0.2210000000,-7.8770000000,6.44,0.5013,0.6047,1.0000,HD 198820
69.7679235403,-51.6727540963,13.0300000000,17.1920000000,6.44,1.0000,0.7992,0.6045,HD 29805
124.7732694684,-48.1978527199,-14.1360000000,11.1900000000,6.44,0.5013,0.6047,1.0000,HD 70309
127.3741771265,-54.2117317654,-15.5660000000,14.3280000000,6.44,0.8000,0.8000,0.8000,V* V469 Car
136.1998673318,-57.8525765941,-24.7380000000,21.4190000000,6.44,0.8244,0.8437,1.0000,HD 78293
36.3602252178,-66.4940264761,-20.2730000000,0.6940000000,6.44,0.8000,0.8000,0.8000,V* TZ Hor
151.9859518520,-62.2214165830,-7.5120000000,6.8980000000,6.44,0.8000,0.8000,0.8000,V* V495 Car
165.1510364996,-53.1118328818,-86.1150000000,14.4390000000,6.44,1.0000,0.7872,0.5797,HD 95509
222.8751507736,-77.1759708803,-14.0600000000,-10.3270000000,6.44,0.8000,0.8000,0.8000,HD 129899
310.4337567910,-75.3508008357,156.4040000000,-162.2140000000,6.44,1.0000,0.9019,0.8473,* mu.02 Oct
206.0666771005,-51.0124507407,-28.5780000000,-19.2170000000,6.44,0.8000,0.8000,0.8000,V* V827 Cen
248.7822718137,-45.2443634416,-35.6390000000,-56.3840000000,6.44,1.0000,0.7992,0.6045,HD 149174
254.1998786750,-23.1501924222,-10.6000000000,-2.9000000000,6.44,0.8000,0.8000,0.8000,* 24 Oph B
230.1690041667,-67.4815138889,1.0000000000,-4.1000000000,6.44,0.8000,0.8000,0.8000,HD 135737A
316.9355526238,-45.3794564553,31.1980000000,-7.2110000000,6.44,0.8520,0.8621,1.0000,HD 200887
318.9049087501,47.9739955369,3.1430000000,-2.7730000000,6.441,0.5104,0.6122,1.0000,HD 202654
306.2708690791,59.6000988882,1.5050000000,-9.9050000000,6.441,0.6504,0.7215,1.0000,HD 194882
34.7414052254,23.1677998423,1.3930000000,-2.6120000000,6.441,0.8520,0.8621,1.0000,HD 14262
341.2207495885,39.2010255095,16.1120000000,-20.0290000000,6.441,1.0000,0.7360,0.4803,HD 215473
155.8682075340,0.9022479454,64.8400000000,-35.2900000000,6.441,1.0000,0.8330,0.6787,* 24 Sex
256.2705960224,43.8122379215,3.4890000000,-0.3930000000,6.441,0.6703,0.7362,1.0000,HD 154713
110.0285079859,15.1429285815,3.2280000000,-18.0540000000,6.442,0.6504,0.7215,1.0000,HD 57049
161.1347339554,-70.8552597750,-47.0430000000,1.4950000000,6.442,0.7353,0.7827,1.0000,HD 93359
304.7069498274,46.3221929797,-4.8990000000,-8.4340000000,6.443,0.4799,0.5868,1.0000,HD 193536
42.9411666081,58.3142939514,-31.7630000000,-1.8960000000,6.443,0.6324,0.7081,1.0000,HD 17581
56.4045359334,38.6762617806,-31.2720000000,17.2690000000,6.443,1.0000,0.8330,0.6787,HD 23301
103.4878042717,38.5050191064,-1.3070000000,-27.4060000000,6.443,0.5750,0.6642,1.0000,* psi08 Aur
0.7827252682,-24.1451447250,57.1300000000,-3.0390000000,6.443,1.0000,0.8221,0.6541,HD 225069
110.0910713866,-52.3092440498,-31.7620000000,138.1630000000,6.443,0.8000,0.8000,0.8000,HD 57853
104.6515373388,-56.3948467972,-22.9970000000,-33.2560000000,6.443,0.8986,0.8925,1.0000,HD 52622
144.0282261383,74.3188075978,-20.1750000000,-24.2380000000,6.444,0.5750,0.6642,1.0000,HD 82327
87.9982803668,-29.4494249653,-1.3930000000,-10.4090000000,6.444,1.0000,0.7872,0.5797,HD 39543
9.0131506218,-14.9730335032,-65.6220000000,-58.1670000000,6.444,1.0000,0.8330,0.6787,HD 3325
163.7982290004,-20.6649620913,-16.6140000000,3.3420000000,6.444,1.0000,0.8221,0.6541,HD 94619
165.8169020990,-31.9608507224,-41.5850000000,-26.5380000000,6.444,1.0000,0.6480,0.3346,HD 95857
306.5048675172,19.8654931330,30.4950000000,17.4330000000,6.444,1.0000,0.8330,0.6787,HD 194616
297.4780025198,28.4396744496,2.2840000000,-2.4010000000,6.444,0.5229,0.6225,1.0000,V* V379 Vul
33.2079513063,79.6915377592,-22.5600000000,23.7800000000,6.445,0.6703,0.7362,1.0000,HD 12927
317.9222427266,-14.4723768854,39.4290000000,0.4580000000,6.445,0.8000,0.8000,0.8000,V* EW Aqr
146.8581863917,11.5681659286,-50.5200000000,-4.7200000000,6.445,0.7652,0.8035,1.0000,* 19 Leo
215.0361021517,30.4291265326,-9.1640000000,-5.9710000000,6.445,0.7260,0.7762,1.0000,HD 125658
270.3924499253,-85.2148281559,-4.6470000000,-145.5720000000,6.445,0.9937,0.9526,1.0000,HD 159517
278.3727952500,-58.7087820278,23.7000000000,-103.0600000000,6.445,1.0000,0.8836,0.8000,HD 170525
4.3862627081,-19.0510937399,20.4790000000,-3.0230000000,6.446,0.8000,0.8000,0.8000,HD 1343
304.0250157338,4.5807944377,-40.8840000000,-51.9620000000,6.446,1.0000,0.8541,0.7277,HD 192699
269.2329322557,-40.3056413723,24.2050000000,2.6290000000,6.447,1.0000,0.7872,0.5797,HD 163234
133.4614938142,-40.4475439320,-6.6610000000,2.9780000000,6.447,1.0000,0.8330,0.6787,HD 76304
122.5857018152,-49.2373594561,-10.9700000000,6.5370000000,6.447,0.5013,0.6047,1.0000,HD 68478
42.3621307688,37.3264107964,-18.6950000000,-2.9900000000,6.448,0.8000,0.8000,0.8000,HD 17484
335.1615406799,58.4099047367,-3.2180000000,21.2190000000,6.448,1.0000,0.8541,0.7277,HD 212136
57.3323268246,57.1182678893,29.3710000000,-23.7940000000,6.448,0.5750,0.6642,1.0000,HD 23594
304.1173106476,37.0563963494,2.0960000000,-0.4390000000,6.448,0.5340,0.6316,1.0000,HD 192987
130.5408843380,-11.9660063526,-29.2170000000,-13.5080000000,6.449,0.6703,0.7362,1.0000,HD 74190
106.3182068717,-50.3600388546,-25.1750000000,40.8300000000,6.449,1.0000,0.7872,0.5797,HD 54179
334.3680118546,49.1269565241,16.1090000000,8.5630000000,6.45,1.0000,0.8330,0.6787,HD 211660
29.4968150116,47.0955222605,6.9340000000,-6.0760000000,6.45,1.0000,0.8330,0.6787,HD 11884
299.4838063333,42.2607715000,-6.0300000000,-9.7700000000,6.45,0.6703,0.7362,1.0000,HD 189377
344.7875197615,59.8146522005,4.7500000000,-2.2440000000,6.45,0.5370,0.6340,1.0000,HD 217348
